,created_at,favorites,retweets,text,tweet_id,user_id,user_name,user_screen_name
16,1581071779000.0,0,1,"Picking up long term #stocks/#cryptocurrencies need deep calculations of futuristic growth of a business or a coin. 

#investors #Investment #finance #stock #Blockchain #Bitcoin #ERC20 #stockstowatch #TSLA #aapl #startups #StockMarkets #mutualfunds #Ethereum #BNB #ada #LTC #XRP",1225729998302019585,1172186286930546690,harmyra wealth management,1172186286930546690
17,1581062309000.0,8,1,#aapl   vs MCD   probably another failure but good risk reward against the ATH pic.twitter.com/sBZV5d6sid,1225690278087938048,2374047220,Christophe Bohnet,2374047220
18,1581053418000.0,0,0,Are YOU Ready To Ditch Your #CarKey For Your #iPhone? #iOS 13.4 Aims To Take This Tech MAINSTREAM...https://autospies.com/news/Are-YOU-Ready-To-Ditch-Your-Car-Key-For-Your-iPhone-iOS-13-4-Aims-To-Take-This-Tech-MAINSTREAM-101440/ … #api #aapl #techpic.twitter.com/CxPzAingHN,1225652986996654081,415708150,AutoSpies,415708150
19,1581117660000.0,3,0,"$SPY Support and Resistance (Pivots) for Mon 2/10/20:

$FB $AMZN $AAPL
$GOOG $TSLA $C
$BAC $BMY $IBB
$MSFT $NFLX $NVDA $JNJ
#stocks #pivots #markets #daytrading #watchlist #charts #aapl #ATHS $spx #spy #tsla #fb #bac #celg #ibb #msft #nvda #JnJ #c #AMZNpic.twitter.com/8adR1CmiuA",1225922440217452544,1485856448,Spider*Man,1485856448
20,1581117284000.0,2,0,"$es_f

CNN Fear & Greed Index
--back to Greed :)

#es_f $spx #trading #futures #cme #mes_f #markets $spy #aapl pic.twitter.com/zpqZNCbrEa",1225920862710353920,1485856448,Spider*Man,1485856448
21,1581117140000.0,4,2,"$es_f

MarketWatch Economic Calendar for next week

-Fed Chair testimony to Congress on Tues & Wed 
-Retail sales and Consumer sentiment data on Friday
-more..

#es_f $spx #trading #futures #cme #mes_f #markets $spy #aapl #fomcpic.twitter.com/gFPeHcQGN2",1225920256171966464,1485856448,Spider*Man,1485856448
22,1581114237000.0,0,0,"The 20 year unemployment rate is starting to look a lot like a black airforce 1....big recession indicator
#stocks #stonks #unemployment #recession #BAF1Activity #finance #TSLA #NIO #AMZN #AAPL pic.twitter.com/O54kVb4gOF",1225908079167819776,1219708610411823104,HighTrades,1219708610411823104
23,1581113229000.0,0,0,"Apple Inc price at close, 2020-02-07, is 318.7468. #apple #AAPL",1225903854988013571,2321091087,Apple Stock Bot,2321091087
24,1581112598000.0,2,0,"Everybody knows it's gonna happen sometime. 
Exponential growth is never sustainable! #AAPL #Applepic.twitter.com/IlutRAWeFQ",1225901208633778183,1059435020350382081,skYY7,1059435020350382081
25,1581107621000.0,0,0,#YangGang @AndrewYang ... No respect from #AAPL .... brutal!! pic.twitter.com/jFP02FrDXR,1225880332081213441,1114884077755219969,benji_slinger,1114884077755219969
26,1581106083000.0,0,0,1 hour charts for all 78 instruments are available for members viewing http://ow.ly/fxGQG  #ElliottWave #Forex #Indices #Commodities #stocks #etf's #SPX #NKD_F #YM_F #TF_F #ES_F #NQ_F #USDX #EURUSD #GBPUSD #CL_F #XAUUSD #AAPL #Tradingpic.twitter.com/B9GjdTUBLK,1225873881715445760,79233326,Elliottwave Forecast,79233326
27,1581105205000.0,0,0,Apple Inc is doomed. $AAPL dropped by 1.9874%! Currently priced at 318.7468. https://ift.tt/1Ssl26B  #AAPL,1225870197887832066,14814502,Matt C. P. マット,14814502
28,1581102680000.0,1,0,Anyone notice this gap down? My colleague says only 106 shares traded at the low. Should this be happening with a stock bigger than Mexico’s and Australia’s entire market cap? #AAPL #fatfingerpic.twitter.com/OEUnIruKqE,1225859608146796544,220207179,Brad Dunkley,220207179
29,1581102175000.0,0,0,Sure was. Thank you #Aapl - you stuffed my pockets w cash. Almost too easy. Price action trading... https://twitter.com/StkOptionCoach/status/1225800463808946179 …,1225857489645834240,93294948,Randall Hudgens (Stock Option Coach),93294948
30,1581102072000.0,0,0,Which also means at 30% margins #aapl wearables are 3x more profitable than Netflix.,1225857057850458113,14113863,Ron Galloway,14113863
31,1581100354000.0,0,0,Jefferies Financial Group Raises Apple FY2020 Earnings Estimates to $14.25 EPS (Previously $14.15). http://zpr.io/tuSFb  $AAPL #AAPL,1225849853663686657,992182100,MarketBeat,992182100
32,1581092182000.0,0,0,"$AAPL #AAPL $AMD #AMD $CRM #CRM $MSFT #MSFT $SPY #SPY if you followed us on Friday of last week when we were in “selloff mode”, and bought the dips as we advised, you’ve done a fantastic job this week! Such an amazing #bt... https://stocktwits.com/TheOptionsPros/message/193883491 …pic.twitter.com/IpguY6zC5R",1225815575152222208,840029394567598081,Option Pros,840029394567598081
33,1581082475000.0,1,0,"APPL Stock Is Under Close Watch as Coronavirus Outbreak Disrupts Apple’s Supply Chain
https://www.coinspeaker.com/coronavirus-apple-supply-chain/ …
#Apple #AAPL #Coronaviruspic.twitter.com/IgkWV8Di8w",1225774859931832320,2379303330,Coinspeaker,2379303330
34,1581081227000.0,0,0,"@realDonaldTrump tweet something about the stock market being great, futures are red right now and I could use a win lol 
#stockmarket #DonaldTrump #spy #aapl #msft $spy",1225769627218780160,1197024955868815369,Joe,1197024955868815369
35,1581071779000.0,0,1,"Picking up long term #stocks/#cryptocurrencies need deep calculations of futuristic growth of a business or a coin. 

#investors #Investment #finance #stock #Blockchain #Bitcoin #ERC20 #stockstowatch #TSLA #aapl #startups #StockMarkets #mutualfunds #Ethereum #BNB #ada #LTC #XRP",1225729998302019585,1172186286930546690,harmyra wealth management,1172186286930546690
36,1581062309000.0,8,1,#aapl   vs MCD   probably another failure but good risk reward against the ATH pic.twitter.com/sBZV5d6sid,1225690278087938048,2374047220,Christophe Bohnet,2374047220
37,1581053418000.0,0,0,Are YOU Ready To Ditch Your #CarKey For Your #iPhone? #iOS 13.4 Aims To Take This Tech MAINSTREAM...https://autospies.com/news/Are-YOU-Ready-To-Ditch-Your-Car-Key-For-Your-iPhone-iOS-13-4-Aims-To-Take-This-Tech-MAINSTREAM-101440/ … #api #aapl #techpic.twitter.com/CxPzAingHN,1225652986996654081,415708150,AutoSpies,415708150
